,0
0,0.48402255639097735
1,0.26
2,0.39075388026607577
3,0.4202592592592592
4,0.47512175324675326
5,0.370855614973262
6,0.4493055555555556
7,0.4562327516233766
8,0.479301747635081
9,0.23616071428571425
10,0.24522727272727268
11,0.225
12,0.4731117845117846
13,0.3859604734604735
14,0.3877314814814815
15,0.109375
16,0.5034568903318903
17,0.5245941558441559
18,0.4786111111111111
19,0.2915795169742538
20,0.5962121212121212
21,0.4540125075062962
22,0.3947706530757378
23,0.3548775936706972
24,0.5231498660070089
25,0.5792929292929292
26,0.5914869852369853
27,0.4439153439153439
28,0.42477480740585594
29,0.4063973063973065
30,0.42736798791486286
31,0.43871414243754675
32,0.4126262626262626
33,0.5416666666666666
34,0.41418738586880166
35,0.3898584672557276
36,0.4514901764901765
37,0.27894444444444455
38,0.45515873015873015
39,0.5943625818625818
40,0.4040928030303029
41,0.4505424883758219
42,0.37785714285714284
43,0.47435897435897434
44,0.43813492063492065
45,0.4654023673588889
46,0.46166666666666667
47,0.39454545454545453
48,0.3812677154195012
49,0.4413690476190476
50,0.4758832565284178
51,0.32769696969696965
52,0.4531609195402299
53,0.4149867724867725
54,0.47717086834733885
55,0.5500457875457876
56,0.46147602397602394
57,0.3845873329568982
58,0.5404085497835498
59,0.5153869047619046
60,0.37682200152788387
61,0.39938214770304314
62,0.3
63,0.4806122448979592
64,0.509297052154195
65,0.44756944444444446
66,0.515625
67,0.45088383838383844
68,0.49377117327117326
69,0.4351573223524443
70,0.45185185185185184
71,0.3495629370629371
72,0.294124716553288
73,0.5391197691197692
74,0.3827820724249295
75,0.578125
76,0.4960539460539461
77,0.4257936507936509
78,0.6563909774436091
79,0.3952191896042163
80,0.4217965367965368
81,0.4327561327561328
82,0.5546969696969698
83,0.31977040816326535
84,0.44071551701791195
85,0.4234110950777617
86,0.4609957482993197
87,0.42888558201058197
88,0.4844996180290298
89,0.6375000000000001
90,0.4243386243386243
91,0.43959665955934607
92,0.3971442495126706
93,0.4546975751521205
94,0.33409090909090905
95,0.25333333333333335
96,0.4341419881861059
97,0.15
98,0.4686587301587302
99,0.43483598359835984
100,0.30614973262032086
101,0.40624999999999994
102,0.4431547619047619
103,0.40771722035766966
104,0.41988022941970315
105,0.3976731601731601
106,0.3354166666666667
107,0.4011082894003685
108,0.3495032499228302
109,0.5064508649901909
110,0.38029415029415037
111,0.4893939393939393
112,0.3481629405602008
113,0.875
114,0.3833333333333333
115,0.4422916666666666
116,0.3979018759018759
117,0.48956318504190843
118,0.3571969696969697
119,0.25537037037037036
120,0.45898364107547757
121,0.3307676518883416
122,0.306926406926407
123,0.6807692307692309
124,0.43352490421455947
125,0.5873234811165843
126,0.42050976234649706
127,0.20048787191644335
128,0.3940887375838833
129,0.5548425430778371
130,0.4599290780141843
131,0.45780028429282166
132,0.38427109927109926
133,0.4245007191116462
134,0.384683341350008
135,0.5170292207792208
136,0.3729909161876374
137,0.47892784992785
138,0.5316919191919193
139,0.47767857142857145
140,0.46289115646258505
141,0.3452922077922079
142,0.5463333333333333
143,0.5362026862026861
144,0.47413194444444445
145,0.5403442775430727
146,0.62375
147,0.4323898323898324
148,0.5454545454545454
149,0.37013265486949704
150,0.4625
151,0.6499999999999999
152,0.45780464848366087
153,0.3162878787878788
154,0.5614291564291564
155,0.6028397817460316
156,0.46436566436566445
157,0.3833333333333333
158,0.3005050505050505
159,0.4176248548199769
160,0.5502976190476192
161,0.46785714285714286
162,0.4758297258297259
163,0.4416666666666666
164,0.3586580086580086
165,0.4326666666666668
166,0.5766549088771311
167,0.7397435897435898
168,0.37376835121400354
169,0.4723541135775177
170,0.4715517241379311
171,0.4030303030303031
172,0.29925361994327504
173,0.3834267040149392
174,0.5425824175824177
175,0.4069902319902318
176,0.45141281620873475
177,0.434891774891775
178,0.6174999999999999
179,0.47690313852813865
180,0.3638888888888889
181,0.5477373737373737
182,0.37967772967772967
183,0.5
184,0.3590304856433889
185,0.4812933849775953
186,0.3760554988083078
187,0.4939880952380952
188,0.32857142857142857
189,0.509667648368947
190,0.5235956101190475
191,0.3254995004995004
192,0.27931547619047614
193,0.49444444444444446
194,0.3441666666666667
195,0.43787548100048096
196,0.5285353535353535
197,0.5716491841491842
198,0.4888690476190476
199,0.3785480859010271
200,0.2998593073593073
201,0.5332251082251083
202,0.40671936758893285
203,0.4695953243123056
204,0.3634559884559885
205,0.3792444534632034
206,0.3571997971997971
207,0.3484126984126984
208,0.4855296304448847
209,0.4157471264367815
210,0.3476190476190476
211,0.46832475700400233
212,0.598848605098605
213,0.37774946572414925
214,0.30167084377610687
215,0.4015910452231208
216,0.5071843434343434
217,0.38640418351162137
218,0.3118480725623583
219,0.47391152908394285
220,0.6902026214526215
221,0.464854768887027
222,0.4434109180862427
223,0.3510536398467432
224,0.5710416666666667
225,0.4905406101834674
226,0.2390495867768595
227,0.3991634491634491
228,0.6614583333333334
229,0.364766081871345
230,0.38779962321628986
231,0.40661616161616165
232,0.5334432234432236
233,0.3095486111111111
234,0.5014492753623189
235,0.4686181006493506
236,0.3309642819952098
237,0.3276098901098901
238,0.5
239,0.19761904761904764
240,0.468120226656812
241,0.0
242,0.4576128080253082
243,0.1876211507790455
244,0.37791375291375295
245,0.48740079365079364
246,0.45199222546161316
247,0.3484848484848485
248,0.4514550264550264
249,0.43924394319131166
250,0.4473599632690541
251,0.4826103398517192
252,0.4194067506567507
253,0.49705848810687514
254,0.5155597643097644
255,0.4445342025699168
256,0.41791076791076787
257,0.4205408382178295
258,0.48999935866602534
259,0.6140692640692641
260,0.4954248366013072
261,0.4426923076923077
262,0.44882530663780673
263,0.36460900210900193
264,0.3985778635778635
265,0.44516357136839074
266,0.35
267,0.39387716450216453
268,0.47757681086148235
269,0.45312601230968585
270,0.5264715123586091
271,0.4437499999999999
272,0.5435185185185185
273,0.477515444015444
274,0.44675536881419237
275,0.3905977289905862
276,0.4574829125676583
277,0.4758585858585859
278,0.515348124098124
279,0.5720779220779221
280,0.36932966023875113
281,0.43868857750436685
282,0.2939033189033189
283,0.3559803330434398
284,0.49761695906432746
285,0.33544973544973544
286,0.33262857142857144
287,0.200592448788325
288,0.875
289,0.4312928328711739
290,0.5087832691999359
291,0.28148148148148144
292,0.5547123407992974
293,0.45811011904761906
294,0.47563843633392505
295,0.4889745670995671
296,0.4244111280875987
297,0.496952380952381
298,0.30274219467401275
299,0.5950892857142857
300,0.40671296296296294
301,0.36268749525328475
302,0.38216025046382185
303,0.4107294372294373
304,0.40731060606060615
305,0.4140728371923062
306,0.4037950937950938
307,0.3055555555555555
308,0.3549663299663299
309,0.4216478696741855
310,0.4483160173160174
311,0.4239778739778739
312,0.4169481752815086
313,0.16652777777777777
314,0.46586563307493545
315,0.3579607065843021
316,0.482063492063492
317,0.4710615471485036
318,0.22044774870861822
319,0.39999999999999997
320,0.39564246574050504
321,0.2939880952380952
322,0.4454166666666667
323,0.6533333333333334
324,0.3281439393939393
325,0.26481481481481484
326,0.32825130309505307
327,0.6674242424242425
328,0.5167183195592286
329,0.5349958949096881
330,0.4376984126984127
331,0.49281757131757115
332,0.38
333,0.29011784511784516
334,0.4801253191253191
335,0.39544129340047696
336,0.5659722222222222
337,0.535097687400319
338,0.40015222872365735
339,0.4444885158364423
340,0.3924710861278025
341,0.3927318295739348
342,0.46965873015873016
343,0.5134259259259258
344,0.4072222222222222
345,0.39367071690935335
346,0.32499999999999996
347,0.4269708019708019
348,0.5875816993464054
349,0.44567099567099566
350,0.5337121212121211
351,0.67
352,0.4158970658970659
353,0.23846153846153847
354,0.7405881155881155
355,0.4379757024584607
356,0.4668347338935574
357,0.5169246753246753
358,0.4538514022209675
359,0.3045078110295502
360,0.44935064935064944
361,0.2454632532218739
362,0.47296735831218595
363,0.5107673160173161
364,0.3760416666666667
365,0.4090369725125822
366,0.3556882793823093
367,0.5646520146520146
368,0.477047619047619
369,0.4522357723577236
370,0.3875742721330957
371,0.47255948658387675
372,0.15151515151515152
373,0.36967449437687533
374,0.49210454296661177
375,0.4498743702691072
376,0.28151041666666665
377,0.49109062980030727
378,0.3751228501228501
379,0.457051282051282
380,0.3252267573696145
381,0.5190287226001512
382,0.41373339403101306
383,0.4704912424740012
384,0.4076707097933513
385,0.47262468434343424
386,0.4909994121105232
387,0.25
388,0.4894525613275614
389,0.3608712121212121
390,0.4116129785247432
391,0.35362811791383225
392,0.41728395061728396
393,0.43611111111111106
394,0.32956509936707956
395,0.6837662337662338
396,0.4011363636363636
397,0.2606060606060606
398,0.4707357859531772
399,0.4858585858585859
400,0.5717391304347827
401,0.4197978199718708
402,0.55
403,0.41288411324125607
404,0.3560522454951425
405,0.4254545454545455
406,0.44187902589964456
407,0.46782407407407406
408,0.3827838827838827
409,0.08928571428571429
410,0.41218419558583486
411,0.5053333661288207
412,0.5572562358276645
413,0.5058832511158091
414,0.34941164895710336
415,0.38874809741248084
416,0.2566230486685031
417,0.3333333333333334
418,0.4871212121212121
419,0.5235042735042735
420,0.4506664388243336
421,0.33156565656565656
422,0.7444444444444445
423,0.2327067669172933
424,0.40270270270270264
425,0.3788690476190476
426,0.4363065988065988
427,0.4644032921810699
428,0.3226711560044893
429,0.43304195804195805
430,0.42873754152823923
431,0.4291064281630319
432,0.26679894179894176
433,0.3264029180695847
434,0.5452898550724639
435,0.46123897449460155
436,0.4278138528138528
437,0.38447204968944104
438,0.507945868945869
439,0.3892570015018995
440,0.6875
441,0.5716666666666667
442,0.4013986013986013
443,0.4370320855614973
444,0.16547619047619047
445,0.3951923076923076
446,0.6156746031746031
447,0.43750000000000006
448,0.6941287878787877
449,0.4874458874458874
450,0.4172619047619047
451,0.4037037037037037
452,0.6000000000000001
453,0.5023883696780895
454,0.4800628233555062
455,0.26996753246753247
456,0.44625000000000004
457,0.7166666666666667
458,0.3891774891774891
459,0.4696014616877926
460,0.48680531180531167
461,0.48492063492063486
462,0.3611111111111111
463,0.5303030303030303
464,0.5
465,0.21388888888888888
466,0.385409090909091
467,0.47292960662525874
468,0.3586640211640212
469,0.4644548529794431
470,0.4579761904761906
471,0.32763888888888887
472,0.5721395502645502
473,0.30634433908243447
474,0.41601731601731606
475,0.44620026092628845
476,0.2868749999999999
477,0.43391034404192297
478,0.275
479,0.5060876623376623
480,0.46436566436566445
481,0.4302641802641803
482,0.28731684981684985
483,0.5064171122994653
484,0.33142857142857146
485,0.4660873440285205
486,0.3777777777777778
487,0.4633838383838384
488,0.47337586122797376
489,0.5293329043329041
490,0.48988095238095236
491,0.3688223938223939
492,0.0
493,0.4331673881673882
494,0.3545716909353273
495,0.4567424242424242
496,0.575504298941799
497,0.4508820346320347
498,0.5639880952380952
499,0.44511241446725314
500,0.08888888888888889
501,0.4847468734968735
502,0.3362654320987654
503,0.4510229018293534
504,0.40740740740740744
505,0.3699300699300699
506,0.39387878787878783
507,0.36054904051172715
508,0.5015614115614119
509,0.4587244626718312
510,0.8800000000000001
511,0.42873376623376624
512,0.6174999999999999
513,0.4806579327105642
514,0.42209721537253175
515,0.3704545454545454
516,0.44624669312169324
517,0.46738415905082575
518,0.4078571428571429
519,0.42625661375661367
520,0.4451923076923077
521,0.4817460317460317
522,0.26666666666666666
523,0.3782305846763679
524,0.2541335978835979
525,0.3037037037037037
526,0.44538961038961045
527,0.42857142857142855
528,0.45220734126984125
529,0.35640461760461767
530,0.442911923467479
531,0.35757575757575755
532,0.611771978021978
533,0.395959595959596
534,0.454254955570745
535,0.24722222222222223
536,0.3776515151515152
537,0.4759395194177803
538,0.3362654320987654
539,0.3875776397515529
540,0.3498266003002845
541,0.30018181818181816
542,0.4655654761904763
543,0.4372113997113997
544,0.47467705627705625
545,0.433974358974359
546,0.32934782608695656
547,0.43386002886002895
548,0.48932806324110684
549,0.40117501546072976
550,0.4076057181989385
551,0.4925134199134199
552,0.3824035812672176
553,0.29130434782608694
554,0.3464285714285715
555,0.2280128205128205
556,0.45168178382464097
557,0.418268537018537
558,0.5215873015873018
559,0.47447916666666673
560,0.3992842308262867
561,0.42212432402528227
562,0.3928571428571429
563,0.5724761503928169
564,0.4903519515714636
565,0.5197619047619049
566,0.4175482052194381
567,0.38571428571428573
568,0.5217948717948718
569,0.40714285714285714
570,0.3186602870813397
571,0.423989898989899
572,0.43083333333333335
573,0.5738343253968252
574,0.4222495894909688
575,0.47453703703703715
576,0.4449765512265513
577,0.5008563899868248
578,0.43003663003663
579,0.4235750360750361
580,0.3722364034433
581,0.5478076216712581
582,0.5187111260387122
583,0.4964194490056559
584,0.4440104166666667
585,0.33178030303030304
586,0.3365306122448979
587,0.3916666666666667
588,0.5004629629629629
589,0.5344130964820619
590,0.3819208152958153
591,0.3333333333333333
592,0.38999999999999996
593,0.5227961432506889
594,0.49022727272727273
595,0.4935897435897436
596,0.4192063492063491
597,0.42537356119924946
598,0.35629960317460324
599,0.5227777777777779
600,0.3945333471703334
601,0.0
602,0.31505270092226617
603,0.41206647758371895
604,0.5056684387041529
605,0.4293333333333333
606,0.45
607,0.44553108182140433
608,0.41376262626262617
609,0.4563131313131313
610,0.3711988304093567
611,0.42512820512820515
612,0.4625
613,0.4637279387279387
614,0.3190476190476191
615,0.4380952380952381
616,0.3248163873163874
617,0.49333333333333335
618,0.525
619,0.6007936507936508
620,0.7666666666666667
621,0.29073426573426575
622,0.44225040584415587
623,0.35714285714285715
624,0.37336493709733143
625,0.38353140570121713
626,0.45867763772175535
627,0.46101837928153727
628,0.26911764705882346
629,0.475760931574885
630,0.5574747474747473
